,geo,text,user,location,entities,sentiment,country
619,,I told you guys to dump the Cruise Line stocks on Feb 7th  #CCL #RCL #NCLH  #DJIA #QQQ #SPY #SPX #NASDAQ… ,Billion36860209,Beverly Hills   NYC   ,"[('Cruise Line', 'ORG'), ('Feb 7th  ', 'DATE'), '', ('NCLH', 'ORG'), ('NASDAQ', 'ORG')]","{'neg': 0.12, 'neu': 0.88, 'pos': 0.0, 'compound': -0.3818}",USA
620,, Today we’re launching a new part of the First Draft website: A hub of information for anyone covering #coronavirus. We’…,RTDNA,"Washington, DC","[('Today', 'DATE'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
621,, #CORONAVIRUS CLOSURE: #Disneyland Resort says it will work with guests who wish to change or cancel their visits and provide refu…,angiespizelles,,"[('CORONAVIRUS', 'ORG'), ('Disneyland Resort', 'ORG')]","{'neg': 0.084, 'neu': 0.802, 'pos': 0.114, 'compound': 0.1779}",
622,,Can someone please scientifically prove that microwaving food kills the #Covid_19 #coronavirus  so we can all start… ,pitaru,New York,[''],"{'neg': 0.168, 'neu': 0.721, 'pos': 0.111, 'compound': -0.296}",USA
623,," New deadly #coronavirus not infectious enough to pose global threat, researchers say ",RileyNYY,,[''],"{'neg': 0.236, 'neu': 0.764, 'pos': 0.0, 'compound': -0.5267}",
624,, Trump is now doing to America what he did to me and 20 other women. #Coronavirus  #CoronavirusPandemic,swirlysunburst,"Northwest, New Jersey","[('Trump', 'ORG'), ('America', 'GPE'), ('20', 'CARDINAL'), ('CoronavirusPandemic', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
625,, Trump is now doing to America what he did to me and 20 other women. #Coronavirus  #CoronavirusPandemic,lolawesomejaime,#theresistance,"[('Trump', 'ORG'), ('America', 'GPE'), ('20', 'CARDINAL'), ('CoronavirusPandemic', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
626,,   #ThursdayThoughts How about helping anyone who can't afford the #COVID19… ,KorbelRenoKia,"East Bay, CA","[('ThursdayThoughts', 'ORG')]","{'neg': 0.0, 'neu': 0.804, 'pos': 0.196, 'compound': 0.296}",USA
627,, I ordered Alex Jones to immediately stop selling &amp; marketing products as a treatment or cure for #coronavirus on his we…,douglasscraigky,,"[('Alex Jones', 'PERSON'), '']","{'neg': 0.109, 'neu': 0.891, 'pos': 0.0, 'compound': -0.296}",
628,, New York City's mayor Bill de Blasio has declared a state of emergency to fight the spread of the #coronavirus outbreak - as h…,MarvinAllan8,The Internet,"[(""New York City's"", 'GPE'), ('Bill de Blasio', 'PERSON'), '']","{'neg': 0.206, 'neu': 0.794, 'pos': 0.0, 'compound': -0.6369}",USA
629,," This #coronavirus *cannot* be stopped. It can only be slowed.Federal, state, and local officials need to SHUT DOWN EVE…",acgrayling,,"[('SHUT DOWN EVE', 'FAC')]","{'neg': 0.095, 'neu': 0.905, 'pos': 0.0, 'compound': -0.2263}",
630,, I’m speaking with reporters as the House prepares to vote on legislation to ensure American families have the support th…,Social411Now,#WorldNews #Real411Now,"[('House', 'ORG'), ('American', 'NORP')]","{'neg': 0.0, 'neu': 0.773, 'pos': 0.227, 'compound': 0.6486}",Error
631,," It’s painful to say, but as an ER doc who talked to  about healthcare, I believe he's uniquely unqualified to…",edallas53,Geeks Resist HQ,[],"{'neg': 0.098, 'neu': 0.902, 'pos': 0.0, 'compound': -0.2382}",Error
632,,  You said the media was overreacting. They were not.You said sick people should go to work.They should…,susanssh,"Arizona, USA",[],"{'neg': 0.171, 'neu': 0.829, 'pos': 0.0, 'compound': -0.5106}",USA
633,, Italy and South Korea saw their first #coronavirus cases in late January but they both had different testing responses and dra…,JKeeganParis,Canada,"[('Italy', 'GPE'), ('South Korea', 'GPE'), ('first', 'ORDINAL'), '', ('late January', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Canada
634,," Now we're virtue signalling, grandstanding and getting offended by #coronavirus . The new #WhitePrivilege , #ClimateChange?",Pavz881,Australia,"['', '', ('WhitePrivilege', 'ORG'), ('ClimateChange', 'ORG')]","{'neg': 0.119, 'neu': 0.714, 'pos': 0.167, 'compound': 0.2023}",Australia
635,," With great sadness, I must announce that in order to prevent the #coronavirus being transmitted between competing candidate…",FattusBlokus,Old London Town (Londinium),[''],"{'neg': 0.131, 'neu': 0.633, 'pos': 0.235, 'compound': 0.3182}",Error
636,, Hey everyone - If you need to #SelfQuarantine how about getting some books and do some reading from the #writingcommunit…,RichTrujillo6,,"[('SelfQuarantine', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
637,, Very good discussion with 🇪🇸 Prime Minister  about #COVID19. Much appreciation to PM Sanchez for his politica…,nicosanchez_00,"Zaragoza, España",[],"{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.7574}",Spain
638,," Just spoke with Regional Director of the , Dr  on the global effort to tackle the #coronavirus &amp; updated…",jjsalmo,Brighton,[''],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
639,," Daniele Rugani: “Yes, I’ve the Coronavirus - but don’t worry, now I’m fine. I urge you to respect the rules, because th…",_kingEric_,TwitterNG,[],"{'neg': 0.142, 'neu': 0.625, 'pos': 0.233, 'compound': 0.3612}",Error
640,, European Commission says it disapproves the U.S. decision to impose a travel ban that was taken unilaterally and without…,Hugh_E_Balls,United States,"[('U.S.', 'GPE')]","{'neg': 0.266, 'neu': 0.734, 'pos': 0.0, 'compound': -0.7003}",United States
641,," Soooo The Economy is about to take a hit and the Democrats answer is to Promise Americans Two weeks of Sick Leave.??Ok,…",azmaga2020,,"[('Democrats', 'NORP'), ('Promise Americans', 'PRODUCT'), ('Two weeks', 'DATE'), ('Sick Leave.??Ok', 'PERSON')]","{'neg': 0.147, 'neu': 0.761, 'pos': 0.092, 'compound': -0.3313}",
642,,  🇺🇸 need to work w/ Pres  to meet the financial impacts of #coronavirus…,daylight5535,USA,"[('Pres  ', 'PERSON'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",United States
643,,Truly enjoyed having  on the  show today. Dr. Sidhu is w/  Dept of Psychiatry &amp; Behav… ,darrenPwhite,"Albuquerque, NM","[('today', 'DATE'), ('Sidhu', 'PERSON'), ('Psychiatry &amp', 'ORG'), ('Behav', 'ORG')]","{'neg': 0.0, 'neu': 0.693, 'pos': 0.307, 'compound': 0.7351}",USA
644,, #Idaho folks: Have your or someone you know been turned away when seeking #coronavirus or COVID-19 testing? For those who h…,jesmandujano1,"Meridian, Idaho","['', '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
645,," Miami police officers are in quarantine after escorting the Brazilian delegation around during visit with Trump, but Trump…",KariGranja,"Quito, Ecuador","[('Miami', 'GPE'), ('Brazilian', 'NORP'), ('Trump', 'ORG'), ('Trump', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Ecuador
646,, you are the problem.  should drop you ASAP. The verge has been a fucking joke lately with all thei… ,aStarKv,"Chicago, IL","[('ASAP', 'ORG')]","{'neg': 0.215, 'neu': 0.673, 'pos': 0.112, 'compound': -0.3197}",USA
647,,Dear 2020 you don't have to do everything in the first quarter#coronavirus 🦠 ..,Wkalhajji1,Kuwait,"[('2020', 'DATE'), ('first', 'ORDINAL'), ('\U0001f9a0', 'GPE')]","{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.3818}",Kuwait
648,, There is no objective evidence of panic in the #FamiliesFirst #CoronaVirus Response Ac or in the Biden and Sanders speeches w…,ljhickey24,"Wisconsin, USA","['', ('FamiliesFirst', 'ORG'), ('Response Ac', 'PERSON'), ('Biden', 'GPE'), ('Sanders', 'NORP')]","{'neg': 0.224, 'neu': 0.776, 'pos': 0.0, 'compound': -0.6705}",USA
649,," Italy, today.I can’t believe my eyes.#CoronaVirusUpdate #COVID19 #coronavirus ",luna626_s_east,愛媛県,"[('Italy', 'GPE'), ('today', 'DATE'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Japan
650,,Thanks for the follow Congressman!! My hot takes will not let you down #coronavirus #Covid_19  ,CoronavirusHot,,[''],"{'neg': 0.0, 'neu': 0.801, 'pos': 0.199, 'compound': 0.5399}",
651,, People of my hometown #Siena sing a popular song from their houses along an empty street to warm their hearts during the…,Country35742918,,[''],"{'neg': 0.073, 'neu': 0.735, 'pos': 0.192, 'compound': 0.4404}",
652,, I ordered Alex Jones to immediately stop selling &amp; marketing products as a treatment or cure for #coronavirus on his we…,christyallison,"Alabama, USA","[('Alex Jones', 'PERSON'), '']","{'neg': 0.109, 'neu': 0.891, 'pos': 0.0, 'compound': -0.296}",USA
653,, People of my hometown #Siena sing a popular song from their houses along an empty street to warm their hearts during the…,novemberbb_bb,,[''],"{'neg': 0.073, 'neu': 0.735, 'pos': 0.192, 'compound': 0.4404}",
654,,"So, read this two ways: 1) That's still a LOT OF PEOPLE dying and in the hospital, I'd do what I could to avoid tha… ",TracyFoley4,"Massachusetts, USA","[('two', 'CARDINAL'), ('1', 'CARDINAL')]","{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.296}",USA
655,,"It's March 12, 2020 at 5:00 PM (Pacific Time) and according to  the current number of #coronavirus /… ",PolitiTwitch,"California, USA","[('March 12, 2020', 'DATE'), ('5:00 PM', 'TIME'), ('Pacific Time', 'ORG'), '']","{'neg': 0.0, 'neu': 0.929, 'pos': 0.071, 'compound': 0.0772}",USA
656,, The #Coronavirus Pandemic is probably going to be the next collective trauma event - especially if quarantines ramp up…,AwkwardAltarBoy,"Hempstead, NY",[],"{'neg': 0.141, 'neu': 0.859, 'pos': 0.0, 'compound': -0.4215}",USA
657,, European Commission says it disapproves the U.S. decision to impose a travel ban that was taken unilaterally and without…,ovi_60,,"[('U.S.', 'GPE')]","{'neg': 0.266, 'neu': 0.734, 'pos': 0.0, 'compound': -0.7003}",
658,, Doctors #teachers educators: Looking for a way to educate digitally in days of #coronavirus #COVID19? Try ! Here’s…,DrOmar95482524,,"[('days', 'DATE'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
659,," 🚨 Families First #CoronaVirus Response Act built on steady leadership, united Democrats, bipartisan ideas:✅ Free #Covid_19…",scoers1,Peoria IL,"[('CoronaVirus Response Act', 'LAW'), ('Democrats', 'NORP')]","{'neg': 0.0, 'neu': 0.681, 'pos': 0.319, 'compound': 0.7269}",USA
660,, A 27% increase in hospital wait times in just 18 months.This province is going to be ready for the #coronavirus pandemic…,larrywasslen,"Ottawa, Ontario","[('27%', 'PERCENT'), ('just 18 months', 'DATE'), '']","{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.5859}",Canada
661,," JUST IN: An American Airlines pilot has tested positive for #coronavirus, according to the airline and a second source fami…",Brent_Burch,,"[('American Airlines', 'ORG'), '', ('second', 'ORDINAL')]","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.5574}",
662,,Found some toilet paper in Edmonton....#toiletpaperdesert #coronavirus ,hewerofsnow,,"[('Edmonton', 'GPE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
663,," #BuildTheWall #coronavirus 150,000 immigrants from 72 nations with coronavirus stopped at borderBut Democrats and Soci…",SnowLeopard0711,,"['', ('72', 'CARDINAL'), ('Democrats', 'NORP')]","{'neg': 0.119, 'neu': 0.881, 'pos': 0.0, 'compound': -0.2263}",
664,,Marriage in 2020 😆 Dear ⁦⁩ - there is no such thing as too many cans of tuna.  #coronavirus ,sciz,"New York, NY","[('2020', 'DATE'), '']","{'neg': 0.111, 'neu': 0.758, 'pos': 0.131, 'compound': 0.1027}",USA
665,," New deadly #coronavirus not infectious enough to pose global threat, researchers say ",Wahab203185,,[''],"{'neg': 0.236, 'neu': 0.764, 'pos': 0.0, 'compound': -0.5267}",
666,, co-quarantined with an abuser? worried about having to self-isolate from #coronavirus in a dangerous home situation? Please…,berriesandblood,Houston USA,[''],"{'neg': 0.416, 'neu': 0.584, 'pos': 0.0, 'compound': -0.8504}",USA
667,," Isn’t it interesting that all these folks who’ve recently been in contact with Trump are either in self-isolation, or h…",DMAE2,,"[('Trump', 'ORG')]","{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.4019}",
668,,¡Ecological culture by Long-Tree!  Thanks to:    #coronavirus #11marzo,Long_Tree,"Monterrey, Mexico",[''],"{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.4926}",Mexico
669,, Our #FlattenTheCurve graphic is now up on  with proper attribution &amp; a CC-BY-SA licence.  Please share far &amp; wide…,AustinScott10,"Birmingham, AL",[''],"{'neg': 0.0, 'neu': 0.78, 'pos': 0.22, 'compound': 0.5423}",USA
670,," Ok, boomer...#Covid19mx #Coronavirus #Covid_19 ",ricardokruiz15,Ciudad de Mexico,[],"{'neg': 0.0, 'neu': 0.577, 'pos': 0.423, 'compound': 0.296}",Mexico
671,,Taiwan has only 47 #coronavirus cases. Its response to the crisis shows that swift action and widespread healthcare… ,teagiver7,,"[('Taiwan', 'GPE'), ('only 47', 'CARDINAL')]","{'neg': 0.187, 'neu': 0.731, 'pos': 0.082, 'compound': -0.5106}",
672,, co-quarantined with an abuser? worried about having to self-isolate from #coronavirus in a dangerous home situation? Please…,chrisatchs,"McAllen, TX",[''],"{'neg': 0.416, 'neu': 0.584, 'pos': 0.0, 'compound': -0.8504}",USA
673,, #Trump-loving pastor intends to keep #Dallas mega-church open despite #CORONAVIRUS — because he has a BOOK signingSATAN’s GR…,CopyJim,Delaware Beaches,"['', ('Trump', 'ORG'), ('Dallas', 'GPE'), '', ('BOOK', 'WORK_OF_ART'), ('’s GR…', 'WORK_OF_ART')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
674,, Vice President : The vast majority of Americans who contract the #Coronavirus will have flu like symptoms and ful…,Suzybayp,United States,"[('Americans', 'NORP')]","{'neg': 0.123, 'neu': 0.758, 'pos': 0.118, 'compound': -0.0258}",United States
675,, 8pm. Shelves. Are. Empty. #CoronaVirusCanada #toronto #CoronavirusPandemic #coronavirus ,WesleyCoughlan,"Miramichi, New Brunswick, CAN","[('8pm', 'QUANTITY'), '', '']","{'neg': 0.205, 'neu': 0.795, 'pos': 0.0, 'compound': -0.2023}",Canada
676,," Doctors in India claim to have successfully treated an Italian #COVID19 patient with a combination of Lopinavir, Riton…",devarsh19,"Rajkot, India","[('India', 'GPE'), ('Italian', 'NORP'), ('COVID19', 'PERSON'), ('Lopinavir, Riton', 'ORG')]","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.4939}",India
677,,Baseball is suspended for at least 2 weeks. There’s no way there will be regular season games played until at least… ,theyankeefan24,"Connecticut, USA","[('at least 2 weeks', 'DATE')]","{'neg': 0.215, 'neu': 0.688, 'pos': 0.097, 'compound': -0.4404}",USA
678,, Shout out to all the POC and immigrant custodians and workers out there sanitizing and cleaning during #coronavirus—I know…,birdmarrow,ceo of polyam black eagles,"[('Shout', 'PERSON'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Error
679,,"ALL MY MONEY ON ETF’S AND BTC ARE DRYING UPONCE THIS #CORONAVIRUS SHIT IS RESOLVED, THE DIP WILL ENDBUY THE FUC… ",misterauyeung,"New York, NY","[('ETF', 'ORG'), '']","{'neg': 0.148, 'neu': 0.782, 'pos': 0.07, 'compound': -0.4404}",USA
680,," ""The Coronavirus Hysteria - Tom Hanks &amp; Magic Johnson Hoax - NBA Shutdown - The Freemason NWO Agenda""#Coronavirus #Covi…",JanetLy44689549,None yah,"[('The Coronavirus Hysteria - Tom Hanks &amp', 'WORK_OF_ART'), ('Magic Johnson Hoax - NBA', 'PERSON')]","{'neg': 0.263, 'neu': 0.737, 'pos': 0.0, 'compound': -0.6124}",Error
681,,Perfect time to hit up theme parks and anywhere else that normally has long wait times#coronavirus #waittime#hysteria,Tnio68988007,,[''],"{'neg': 0.0, 'neu': 0.812, 'pos': 0.188, 'compound': 0.5719}",
682,," New deadly #coronavirus not infectious enough to pose global threat, researchers say ",tierneyhenry3,,[''],"{'neg': 0.236, 'neu': 0.764, 'pos': 0.0, 'compound': -0.5267}",
683,, Prince Charles is having to switch to ‘Namaste’ as opposed to the usual ‘Hand Shake’ due to the #coronavirus ... Surely…,grpokharel,kathmandu,"[('Charles', 'PERSON'), ('Namaste', 'PERSON'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Nepal
684,," Islamic Scholar Who Said Coronavirus Was ""Allah's Punishment"" Gets #CoronaVirusAl-Modarresi, prior to being infected…",RRowsdower,,"[('Allah\'s Punishment"" Gets #CoronaVirusAl-Modarresi', 'WORK_OF_ART')]","{'neg': 0.198, 'neu': 0.802, 'pos': 0.0, 'compound': -0.4939}",
685,, Israeli scientists have made significant breakthroughs in understanding #COVID-19 and say they are expected to announce th…,xxxxxxxxxxefo1,,"[('Israeli', 'NORP'), ('COVID-19', 'MONEY')]","{'neg': 0.0, 'neu': 0.899, 'pos': 0.101, 'compound': 0.2023}",
686,, Someone had to do it... #coronavirus #schoolclosures ,ellerose2004,"Scotland, United Kingdom",[''],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",UK
687,,How many people are out there not knowing they have the #coronavirus can't get tested due to this administration's… ,erichards24,"Florida, USA",[''],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
688,, #CoronaVirus meets :U.S. Senator  introduces bill to protect voters &amp; elections against inf…,OneVoice1111,"Florida, USA","['', ('CoronaVirus', 'ORG'), ('U.S.', 'GPE')]","{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.3818}",USA
689,," #coronavirus in Belgium: Bars, restaurants, cinemas and theatres must close. All public gatherings cancelled (indoors &amp; o…",fleurs7754,NoToLandfill Floridablanca,"['', ('Belgium', 'GPE'), ('Bars', 'PERSON')]","{'neg': 0.111, 'neu': 0.889, 'pos': 0.0, 'compound': -0.25}",Colombia
690,," New deadly #coronavirus not infectious enough to pose global threat, researchers say ",Kneelander,Canada,[''],"{'neg': 0.236, 'neu': 0.764, 'pos': 0.0, 'compound': -0.5267}",Canada
691,,"DISNEY pushes back release of three major films: ‘Mulan’, ‘New Mutants’ &amp; ‘Antlers’  via  #coronavirus",OhMyGOFF,"Washington, DC","[('DISNEY', 'ORG'), ('three', 'CARDINAL'), ('Mulan', 'PERSON'), ('New Mutants’ &amp', 'ORG'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
692,,"2. Asked if there was a lot of talk abt #Coronavirus. “Oh my God, yes.” Like what? “Like all the celebrities that h… ",LadyOfSardines,"Portland, OR","[('2', 'CARDINAL')]","{'neg': 0.0, 'neu': 0.813, 'pos': 0.187, 'compound': 0.5574}",USA
693,," New deadly #coronavirus not infectious enough to pose global threat, researchers say ",Woorah__,,[''],"{'neg': 0.236, 'neu': 0.764, 'pos': 0.0, 'compound': -0.5267}",
694,," Russia Has Recorded Zero #Coronavirus DeathsEven as #Chinesecoronavirus ravages rest of Europe, Russia, which closed it…",CaroleAlbers,,"[('Russia', 'GPE'), ('Zero #Coronavirus DeathsEven', 'MONEY'), ('Europe', 'LOC'), ('Russia', 'GPE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
695,,"#Stimulus for #SMEs, #assetwriteoff and #wagesubsidy announced in $17.6 billion stimulus by  yester… ",OZretailers,Australia,"['', '', '', '', ('$17.6 billion', 'MONEY')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Australia
